BookID,Title,Author,YearPublished,Genre,Price,CopiesAvailable,Rating
6095,War and Peace,Charlotte Bronte,1936,Horror,292,7,5.9
6096,Ulysses,F. Scott Fitzgerald,1923,Romance,716,18,1.6
6097,The Catcher in the Rye,Jane Austen,2006,Biography,851,10,10
6098,Moby Dick,J.D. Salinger,1909,Biography,993,11,6.6
6099,Ulysses,Charlotte Bronte,1928,Science Fiction,831,8,4
6100,Jane Eyre,J.D. Salinger,2004,Adventure,603,1,2
6101,The Great Gatsby,Jane Austen,1975,Adventure,749,3,6.3
6102,Jane Eyre,J.D. Salinger,2002,Romance,421,6,7.1
6103,The Catcher in the Rye,J.D. Salinger,1950,Horror,691,8,6.7
6104,Moby Dick,George Orwell,1976,Biography,253,6,6.7
6105,Pride and Prejudice,Jane Austen,2003,Horror,303,3,2.9
6106,The Odyssey,Herman Melville,2015,Mystery,274,18,0.9
6107,Moby Dick,George Orwell,1971,Horror,424,12,8.4
6108,War and Peace,F. Scott Fitzgerald,1922,Science Fiction,494,8,3.3
6109,Ulysses,Herman Melville,1991,Biography,606,12,6.8
6110,Moby Dick,J.D. Salinger,1970,Fiction,593,2,0.8
6111,The Great Gatsby,Jane Austen,1972,Biography,596,15,9.8
6112,The Great Gatsby,Herman Melville,1957,Drama,174,20,6.7
6113,Ulysses,Harper Lee,1928,Fantasy,886,4,4.4
6114,War and Peace,Herman Melville,1978,Biography,751,2,4.6
6115,Ulysses,Herman Melville,2004,Romance,550,7,4.9
6116,The Great Gatsby,Harper Lee,1979,Mystery,124,4,0.5
6117,War and Peace,Charlotte Bronte,2023,Fantasy,888,11,6.5
6118,The Odyssey,Herman Melville,2002,Fantasy,554,11,3.4
6119,The Odyssey,Herman Melville,1919,Classic,228,13,4.5
6120,Pride and Prejudice,F. Scott Fitzgerald,1957,Adventure,100,2,1.4
6121,Pride and Prejudice,Leo Tolstoy,1916,Horror,467,17,1.4
6122,Pride and Prejudice,George Orwell,2008,Fantasy,805,7,2.9
6123,The Great Gatsby,Homer,1943,Mystery,902,16,9.5
6124,The Odyssey,F. Scott Fitzgerald,2019,Science Fiction,914,1,3.6
6125,Pride and Prejudice,George Orwell,2015,Science Fiction,318,5,3.5
6126,The Catcher in the Rye,Leo Tolstoy,1956,Romance,707,13,5.9
6127,The Odyssey,Jane Austen,1960,Adventure,769,13,6.4
6128,Pride and Prejudice,Leo Tolstoy,1951,Biography,774,7,1.8
6129,To Kill a Mockingbird,J.D. Salinger,2020,Drama,610,16,3.7
6130,The Great Gatsby,Leo Tolstoy,2000,Horror,788,1,5.3
6131,Pride and Prejudice,Charlotte Bronte,1952,Drama,351,3,1.2
6132,The Catcher in the Rye,J.D. Salinger,2001,Fiction,824,5,2.3
6133,The Odyssey,Harper Lee,2004,Science Fiction,207,17,10
6134,To Kill a Mockingbird,George Orwell,1981,Romance,522,14,7.2
6135,War and Peace,Homer,1958,Fantasy,397,1,8.4
6136,The Catcher in the Rye,George Orwell,1963,Drama,218,20,0.9
6137,The Odyssey,Leo Tolstoy,2015,Science Fiction,603,4,5.3
6138,Pride and Prejudice,J.D. Salinger,1914,Drama,659,16,2.7
6139,To Kill a Mockingbird,Herman Melville,1913,Romance,164,4,6.6
6140,To Kill a Mockingbird,Harper Lee,1993,Adventure,583,1,7.7
6141,The Odyssey,Harper Lee,1982,Drama,522,13,6.8
6142,The Catcher in the Rye,J.D. Salinger,2021,Classic,622,17,3.2
6143,To Kill a Mockingbird,Herman Melville,1997,Romance,568,10,8
6144,Jane Eyre,Charlotte Bronte,1908,Fiction,659,3,1.5
6145,The Catcher in the Rye,Herman Melville,2010,Drama,695,16,4.9
6146,The Great Gatsby,Jane Austen,1977,Fiction,458,2,6.4
6147,Pride and Prejudice,James Joyce,1928,Classic,323,6,3.5
6148,War and Peace,Jane Austen,1927,Science Fiction,293,7,4.9
6149,Pride and Prejudice,Homer,1960,Fiction,483,15,0.2
6150,Pride and Prejudice,George Orwell,2007,Biography,935,7,4.6
6151,Pride and Prejudice,Herman Melville,1903,Classic,421,2,3.8
6152,To Kill a Mockingbird,James Joyce,1998,Biography,312,20,0.9
6153,1984,Leo Tolstoy,2005,Science Fiction,519,19,0.8
6154,The Catcher in the Rye,Charlotte Bronte,1929,Adventure,968,2,6.9
6155,1984,J.D. Salinger,1943,Fantasy,455,11,8.3
6156,The Catcher in the Rye,Herman Melville,2004,Classic,199,20,3.3
6157,Jane Eyre,Herman Melville,2020,Horror,878,10,3.1
6158,Pride and Prejudice,Charlotte Bronte,1969,Drama,163,11,5.7
6159,Jane Eyre,Charlotte Bronte,1985,Biography,447,15,2.5
6160,To Kill a Mockingbird,Leo Tolstoy,2009,Romance,431,14,3.4
6161,War and Peace,Herman Melville,1973,Classic,607,20,9.8
6162,Moby Dick,Jane Austen,1990,Horror,666,9,5.9
6163,The Great Gatsby,Harper Lee,1946,Classic,971,8,0.7
6164,Jane Eyre,Herman Melville,1943,Fantasy,409,1,1.5
6165,The Odyssey,Herman Melville,1990,Fiction,947,4,7.1
6166,To Kill a Mockingbird,James Joyce,1942,Drama,557,7,3.9
6167,Moby Dick,J.D. Salinger,1961,Science Fiction,718,4,1.1
6168,The Catcher in the Rye,Homer,2007,Classic,118,13,7.4
6169,Jane Eyre,Leo Tolstoy,1900,Mystery,854,5,1.1
6170,1984,George Orwell,1905,Fantasy,969,18,7.5
6171,The Catcher in the Rye,Harper Lee,1962,Drama,572,20,7.8
6172,1984,J.D. Salinger,2006,Drama,185,12,4
6173,Ulysses,George Orwell,1979,Drama,545,1,9.8
6174,To Kill a Mockingbird,Homer,1908,Science Fiction,266,18,4.5
6175,The Odyssey,Jane Austen,1993,Mystery,328,1,9
6176,Pride and Prejudice,F. Scott Fitzgerald,1964,Biography,376,12,5
6177,Jane Eyre,Leo Tolstoy,2008,Adventure,502,9,4.5
6178,War and Peace,Harper Lee,2012,Drama,906,12,2.5
6179,The Odyssey,Homer,1973,Horror,985,8,7.7
6180,War and Peace,Harper Lee,1939,Science Fiction,920,15,4.7
6181,The Catcher in the Rye,James Joyce,1950,Science Fiction,803,2,5.9
6182,Jane Eyre,Homer,2017,Classic,892,15,6
6183,Ulysses,James Joyce,1905,Drama,682,1,4.2
6184,War and Peace,Charlotte Bronte,1963,Drama,851,6,9.9
6185,Pride and Prejudice,George Orwell,1980,Science Fiction,811,4,7.2
6186,The Odyssey,F. Scott Fitzgerald,1982,Classic,544,9,9.1
6187,Moby Dick,J.D. Salinger,2022,Biography,138,18,0.1
6188,Jane Eyre,George Orwell,1992,Fantasy,201,14,2.8
6189,Jane Eyre,George Orwell,1928,Horror,787,13,0.4
6190,The Great Gatsby,Herman Melville,1940,Biography,257,7,4.3
6191,To Kill a Mockingbird,Jane Austen,2007,Adventure,180,13,3.1
6192,Ulysses,J.D. Salinger,2006,Adventure,548,15,0.8
6193,The Great Gatsby,Charlotte Bronte,1947,Classic,385,16,4.3
6194,To Kill a Mockingbird,Charlotte Bronte,1901,Drama,673,14,6
6195,War and Peace,James Joyce,2000,Biography,719,13,4.9
6196,1984,Homer,1928,Adventure,373,15,6.4
6197,Jane Eyre,Harper Lee,1902,Drama,465,14,9
6198,The Catcher in the Rye,Harper Lee,1907,Romance,849,12,4.1
6199,To Kill a Mockingbird,Harper Lee,1972,Science Fiction,156,8,2.9
6200,Moby Dick,James Joyce,2017,Classic,875,14,8.3
6201,1984,J.D. Salinger,2017,Fantasy,676,20,4.3
6202,Moby Dick,Herman Melville,2000,Adventure,725,8,2.8
6203,To Kill a Mockingbird,Leo Tolstoy,1942,Mystery,505,4,8.7
6204,Pride and Prejudice,James Joyce,1929,Drama,120,3,6.1
6205,War and Peace,Jane Austen,2000,Romance,150,2,3.6
6206,Moby Dick,Charlotte Bronte,1926,Fiction,392,18,5
6207,The Odyssey,James Joyce,1912,Biography,920,15,8.2
6208,To Kill a Mockingbird,Charlotte Bronte,2006,Adventure,937,11,3.4
6209,Moby Dick,J.D. Salinger,2024,Fiction,445,16,9.3
6210,The Catcher in the Rye,James Joyce,1967,Classic,434,11,1.3
6211,Ulysses,Charlotte Bronte,1955,Mystery,432,5,9.8
6212,Moby Dick,Charlotte Bronte,1947,Drama,414,12,2.1
6213,Pride and Prejudice,Harper Lee,1900,Science Fiction,995,2,8.6
6214,The Catcher in the Rye,Herman Melville,1907,Biography,854,7,5.6
6215,War and Peace,Homer,1919,Mystery,339,1,4.8
6216,Jane Eyre,Jane Austen,1957,Fantasy,853,17,3.7
6217,The Great Gatsby,Harper Lee,1944,Biography,920,1,3
6218,Ulysses,Charlotte Bronte,1947,Horror,640,3,6.2
6219,Jane Eyre,Harper Lee,1989,Fiction,973,18,3.6
6220,To Kill a Mockingbird,Charlotte Bronte,1971,Biography,773,19,3.8
6221,The Odyssey,Leo Tolstoy,1947,Fiction,436,11,5.4
6222,The Great Gatsby,Jane Austen,1901,Biography,563,1,1.8
6223,The Catcher in the Rye,James Joyce,1910,Biography,629,19,5.7
6224,1984,Harper Lee,1970,Horror,314,11,2.4
6225,The Odyssey,Jane Austen,1905,Adventure,252,2,6.5
6226,Pride and Prejudice,Herman Melville,1966,Biography,571,1,8.1
6227,Moby Dick,Leo Tolstoy,1940,Fiction,962,20,6.3
6228,Moby Dick,J.D. Salinger,1985,Fiction,696,9,4.9
6229,To Kill a Mockingbird,James Joyce,1956,Mystery,883,6,4.8
6230,To Kill a Mockingbird,James Joyce,1925,Romance,696,14,7.4
6231,Jane Eyre,George Orwell,1986,Biography,759,19,0.9
6232,Pride and Prejudice,Herman Melville,2004,Biography,411,16,8.8
6233,Jane Eyre,Jane Austen,1959,Horror,976,8,2.1
6234,Moby Dick,Homer,1944,Drama,723,5,0.7
6235,The Odyssey,J.D. Salinger,2024,Biography,355,14,7
6236,To Kill a Mockingbird,Charlotte Bronte,1966,Classic,179,17,6.6
6237,Ulysses,James Joyce,1928,Horror,975,14,7.6
6238,Pride and Prejudice,Herman Melville,2021,Romance,513,17,4.8
6239,Ulysses,J.D. Salinger,1930,Romance,390,6,2.5
6240,The Great Gatsby,Leo Tolstoy,1977,Mystery,244,16,9.9
6241,The Odyssey,Jane Austen,1967,Fiction,285,11,8.5
6242,To Kill a Mockingbird,Leo Tolstoy,2016,Horror,225,11,5.6
6243,To Kill a Mockingbird,Jane Austen,1981,Fiction,936,20,3.1
6244,Pride and Prejudice,F. Scott Fitzgerald,1990,Adventure,756,10,8.4
6245,The Odyssey,James Joyce,1903,Biography,419,3,8.5
6246,The Odyssey,J.D. Salinger,1901,Horror,130,20,1
6247,Ulysses,Herman Melville,1991,Drama,322,19,4
6248,Jane Eyre,Jane Austen,1951,Drama,725,11,4.7
6249,Moby Dick,George Orwell,1998,Romance,948,20,0.2
6250,Pride and Prejudice,George Orwell,1998,Fantasy,180,1,2.2
6251,To Kill a Mockingbird,Herman Melville,1911,Fiction,160,15,8.4
6252,Moby Dick,Leo Tolstoy,2003,Science Fiction,834,11,3.1
6253,Jane Eyre,F. Scott Fitzgerald,1993,Science Fiction,338,15,3.3
6254,The Catcher in the Rye,Herman Melville,2016,Adventure,771,2,7.6
6255,Moby Dick,Charlotte Bronte,1952,Biography,262,4,7.2
6256,To Kill a Mockingbird,Harper Lee,1923,Fantasy,183,16,6.6
6257,The Odyssey,Harper Lee,1986,Romance,895,2,9
6258,Ulysses,Charlotte Bronte,1918,Fiction,167,5,2.1
6259,1984,Herman Melville,1904,Drama,709,10,5.3
6260,The Great Gatsby,Homer,1917,Science Fiction,187,1,4.4
6261,The Great Gatsby,James Joyce,1911,Fiction,842,17,5.7
6262,The Great Gatsby,Homer,1965,Fiction,986,12,9.2
6263,1984,Harper Lee,1939,Mystery,445,3,1.2
6264,Moby Dick,F. Scott Fitzgerald,1903,Mystery,382,5,8.1
6265,The Catcher in the Rye,Herman Melville,2000,Science Fiction,150,10,4.9
6266,War and Peace,Harper Lee,2000,Fiction,575,13,1
6267,The Odyssey,Harper Lee,1937,Drama,859,16,7.4
6268,Pride and Prejudice,James Joyce,1946,Romance,778,5,6.9
6269,Jane Eyre,James Joyce,1943,Drama,607,1,9.2
6270,The Odyssey,J.D. Salinger,2006,Horror,828,14,9.8
6271,1984,George Orwell,1919,Horror,191,9,8.5
6272,1984,J.D. Salinger,1979,Romance,166,16,8.7
6273,Ulysses,Herman Melville,1977,Science Fiction,646,4,4.6
6274,The Odyssey,Homer,2005,Fantasy,179,9,2.7
6275,War and Peace,F. Scott Fitzgerald,1931,Classic,710,15,1.2
6276,1984,George Orwell,2007,Mystery,520,5,6.4
6277,The Catcher in the Rye,F. Scott Fitzgerald,1938,Fiction,932,7,0.6
6278,Jane Eyre,J.D. Salinger,1998,Fantasy,378,14,6.3
6279,The Great Gatsby,Homer,2023,Horror,940,8,9.1
6280,Jane Eyre,J.D. Salinger,2021,Romance,337,2,8.5
6281,To Kill a Mockingbird,Herman Melville,2016,Classic,621,16,7.6
6282,Jane Eyre,F. Scott Fitzgerald,1985,Fantasy,931,10,9.5
6283,Ulysses,F. Scott Fitzgerald,1914,Adventure,603,5,8.2
6284,War and Peace,Jane Austen,1940,Adventure,402,10,9.9
6285,Ulysses,F. Scott Fitzgerald,1939,Adventure,322,14,0.9
6286,War and Peace,F. Scott Fitzgerald,1922,Drama,213,13,4.3
6287,The Odyssey,James Joyce,1958,Biography,152,14,0.4
6288,1984,Herman Melville,1903,Fantasy,407,11,8.9
6289,Ulysses,Homer,1924,Drama,830,18,3.9
6290,The Great Gatsby,James Joyce,1973,Horror,689,15,9.3
6291,Moby Dick,J.D. Salinger,1909,Fantasy,409,14,2.6
6292,To Kill a Mockingbird,Herman Melville,1905,Fiction,223,10,0.3
6293,Moby Dick,F. Scott Fitzgerald,2002,Science Fiction,337,5,7.4
6294,War and Peace,J.D. Salinger,1967,Mystery,115,7,1.7
6295,The Odyssey,Leo Tolstoy,1981,Romance,776,9,9.3
6296,The Odyssey,Jane Austen,1982,Fiction,674,7,5.4
6297,Jane Eyre,Charlotte Bronte,1931,Fiction,489,20,3.1
6298,The Great Gatsby,James Joyce,2018,Science Fiction,175,18,5.1
6299,The Odyssey,George Orwell,1918,Drama,925,4,2.4
6300,1984,George Orwell,1958,Science Fiction,397,9,6.7
6301,To Kill a Mockingbird,J.D. Salinger,2004,Science Fiction,122,1,7.8
6302,Pride and Prejudice,Harper Lee,1931,Romance,609,10,2
6303,The Odyssey,Harper Lee,1910,Fantasy,586,11,8.2
6304,The Catcher in the Rye,J.D. Salinger,1947,Classic,476,9,6.8
6305,The Odyssey,Herman Melville,2020,Adventure,634,15,9.8
6306,The Odyssey,Leo Tolstoy,1981,Drama,244,17,7.7
6307,Moby Dick,Herman Melville,1961,Romance,402,8,8.8
6308,1984,Charlotte Bronte,2011,Romance,615,2,1.2
6309,To Kill a Mockingbird,Jane Austen,2015,Biography,339,16,5.1
6310,The Great Gatsby,Leo Tolstoy,2007,Science Fiction,905,20,7.8
6311,1984,Jane Austen,1963,Fiction,835,6,0.1
6312,War and Peace,Herman Melville,2005,Horror,255,12,1.5
6313,The Great Gatsby,F. Scott Fitzgerald,1978,Adventure,287,18,7.2
6314,The Odyssey,George Orwell,1991,Mystery,345,19,1.4
6315,Jane Eyre,Leo Tolstoy,2004,Science Fiction,813,19,0.6
6316,Jane Eyre,Jane Austen,1959,Horror,358,13,8.1
6317,Jane Eyre,Homer,1990,Mystery,483,3,3
6318,Jane Eyre,James Joyce,2016,Science Fiction,712,7,3.9
6319,The Great Gatsby,Herman Melville,1984,Adventure,982,19,10
6320,The Catcher in the Rye,James Joyce,1903,Classic,372,12,8.7
6321,Ulysses,Jane Austen,1916,Romance,658,20,4.1
6322,Pride and Prejudice,J.D. Salinger,2005,Science Fiction,803,3,2
6323,Ulysses,Homer,1980,Horror,480,14,9.9
6324,War and Peace,Herman Melville,1973,Mystery,676,16,3.9
6325,The Catcher in the Rye,George Orwell,1938,Mystery,629,9,7.3
6326,Jane Eyre,J.D. Salinger,1987,Fiction,864,15,6
6327,The Odyssey,Homer,2008,Drama,980,17,9.3
6328,Pride and Prejudice,J.D. Salinger,1970,Romance,165,5,7
6329,Pride and Prejudice,Jane Austen,1958,Adventure,730,5,6.7
6330,Moby Dick,J.D. Salinger,2009,Fiction,600,1,5
6331,War and Peace,Charlotte Bronte,2012,Horror,896,4,1.5
6332,To Kill a Mockingbird,Charlotte Bronte,1930,Science Fiction,186,4,4.8
6333,1984,George Orwell,1955,Romance,294,8,4.1
6334,The Odyssey,Leo Tolstoy,1949,Adventure,718,12,3
6335,To Kill a Mockingbird,James Joyce,2001,Romance,974,17,5.9
6336,The Catcher in the Rye,Leo Tolstoy,1972,Horror,837,16,2
6337,The Odyssey,Herman Melville,2009,Fiction,216,18,6.7
6338,The Catcher in the Rye,Jane Austen,2023,Mystery,650,19,0.3
6339,Jane Eyre,Herman Melville,2017,Drama,104,16,1.1
6340,Ulysses,Harper Lee,1948,Horror,112,11,9.8
6341,Ulysses,Homer,2009,Science Fiction,411,14,6.7
6342,Jane Eyre,James Joyce,1946,Drama,427,11,1.5
6343,Jane Eyre,Harper Lee,1923,Classic,963,17,8.9
6344,To Kill a Mockingbird,Leo Tolstoy,1967,Drama,514,19,10
6345,To Kill a Mockingbird,J.D. Salinger,1992,Science Fiction,585,12,0.7
6346,1984,Charlotte Bronte,1955,Horror,756,15,9
6347,The Odyssey,James Joyce,1945,Fiction,171,11,3.9
6348,1984,Charlotte Bronte,1990,Fantasy,314,14,7.5
6349,Pride and Prejudice,Jane Austen,1951,Science Fiction,234,2,2.8
6350,To Kill a Mockingbird,Homer,1933,Classic,363,4,4.2
6351,To Kill a Mockingbird,James Joyce,1903,Drama,299,4,6.8
6352,The Great Gatsby,Homer,1950,Drama,824,16,8.6
6353,1984,Homer,2019,Classic,943,8,7.9
6354,Moby Dick,James Joyce,1924,Mystery,263,20,0.2
6355,The Odyssey,F. Scott Fitzgerald,1951,Drama,218,16,9.5
6356,Moby Dick,Jane Austen,1917,Biography,715,19,1.2
6357,1984,Herman Melville,1906,Horror,157,9,4.3
6358,The Great Gatsby,James Joyce,1947,Mystery,392,3,9.7
6359,1984,J.D. Salinger,1912,Adventure,329,10,1.2
6360,1984,Leo Tolstoy,2019,Classic,376,14,3.1
6361,Ulysses,George Orwell,2002,Science Fiction,944,5,9.4
6362,Pride and Prejudice,J.D. Salinger,2020,Classic,605,16,7.3
6363,Jane Eyre,F. Scott Fitzgerald,1968,Classic,661,20,2
6364,Moby Dick,James Joyce,1901,Fantasy,259,10,4.8
6365,Ulysses,Homer,1901,Horror,312,6,6.8
6366,Pride and Prejudice,Herman Melville,2001,Fantasy,660,17,0.9
6367,Ulysses,Charlotte Bronte,1912,Mystery,226,11,8.9
6368,The Great Gatsby,James Joyce,1978,Science Fiction,944,10,8.9
6369,Pride and Prejudice,Jane Austen,1967,Fiction,879,11,7.1
6370,The Great Gatsby,Herman Melville,1907,Romance,203,10,4.4
6371,Jane Eyre,F. Scott Fitzgerald,1910,Drama,213,11,4.2
6372,Pride and Prejudice,George Orwell,1946,Science Fiction,983,9,4.4
6373,The Odyssey,Charlotte Bronte,2003,Horror,669,15,1.7
6374,The Catcher in the Rye,Leo Tolstoy,1963,Adventure,618,14,6.7
6375,Pride and Prejudice,Herman Melville,2006,Adventure,708,19,3.6
6376,Pride and Prejudice,James Joyce,1969,Horror,706,6,4.1
6377,Ulysses,Herman Melville,1953,Romance,541,13,3.1
6378,War and Peace,George Orwell,1942,Fantasy,276,19,1.1
6379,The Catcher in the Rye,Herman Melville,1916,Romance,872,11,4.2
6380,The Great Gatsby,Charlotte Bronte,1969,Science Fiction,983,3,6.3
6381,Moby Dick,Harper Lee,1941,Romance,912,15,8.4
6382,Pride and Prejudice,Leo Tolstoy,1907,Romance,179,19,9.4
6383,The Catcher in the Rye,F. Scott Fitzgerald,1962,Drama,669,13,3.8
6384,The Odyssey,James Joyce,1904,Romance,174,1,1.9
6385,The Catcher in the Rye,J.D. Salinger,1951,Fiction,399,4,4.4
6386,The Odyssey,Homer,1979,Horror,105,15,8.7
6387,Pride and Prejudice,Harper Lee,2018,Biography,453,18,1.1
6388,1984,Jane Austen,1982,Horror,943,3,7.3
6389,To Kill a Mockingbird,Leo Tolstoy,1993,Drama,758,10,2.4
6390,1984,Harper Lee,1903,Adventure,910,19,9.7
6391,War and Peace,James Joyce,1906,Adventure,503,14,0.9
6392,The Great Gatsby,Herman Melville,1990,Romance,347,12,7.1
6393,To Kill a Mockingbird,James Joyce,1987,Fiction,684,13,1
6394,Pride and Prejudice,Charlotte Bronte,1935,Fiction,125,7,6.6
6395,To Kill a Mockingbird,J.D. Salinger,1987,Adventure,880,6,5.1
6396,The Catcher in the Rye,George Orwell,1952,Science Fiction,790,15,9.5
6397,Jane Eyre,F. Scott Fitzgerald,2012,Drama,625,1,3.3
6398,Moby Dick,Leo Tolstoy,1952,Drama,155,13,6
6399,Pride and Prejudice,Herman Melville,1951,Adventure,525,12,2.8
6400,The Odyssey,Herman Melville,1923,Adventure,862,5,9.2
6401,The Catcher in the Rye,Jane Austen,2005,Fantasy,702,2,3.2
6402,The Great Gatsby,Harper Lee,1945,Biography,600,6,2
6403,Moby Dick,Harper Lee,1991,Adventure,333,12,1.7
6404,Ulysses,George Orwell,2011,Horror,991,13,2.7
6405,Jane Eyre,George Orwell,1912,Adventure,522,5,1.5
6406,The Odyssey,James Joyce,1913,Biography,523,18,8
6407,Jane Eyre,J.D. Salinger,1979,Mystery,540,14,0.9
6408,Ulysses,F. Scott Fitzgerald,1921,Fiction,696,13,4.6
6409,The Odyssey,Herman Melville,1971,Mystery,472,17,6.2
6410,Moby Dick,Herman Melville,2014,Science Fiction,335,3,1.4
6411,Ulysses,James Joyce,2015,Fantasy,338,12,1
6412,Ulysses,James Joyce,1943,Fiction,339,6,7.8
6413,The Odyssey,George Orwell,1948,Fantasy,372,11,2.8
6414,To Kill a Mockingbird,J.D. Salinger,1948,Romance,625,17,6.7
6415,1984,George Orwell,1922,Classic,620,9,3.1
6416,The Catcher in the Rye,J.D. Salinger,1995,Romance,468,17,1.8
6417,1984,J.D. Salinger,1935,Romance,734,14,2.2
6418,War and Peace,Jane Austen,1937,Adventure,743,11,3.2
6419,1984,Harper Lee,1939,Fiction,893,18,1.9
6420,Ulysses,Leo Tolstoy,1938,Classic,361,4,2.4
6421,To Kill a Mockingbird,Homer,1923,Biography,454,19,0.5
6422,Moby Dick,Jane Austen,1989,Horror,806,20,5.9
6423,The Odyssey,James Joyce,1966,Romance,282,3,6.4
6424,To Kill a Mockingbird,Leo Tolstoy,2007,Horror,291,18,6.3
6425,To Kill a Mockingbird,Homer,1978,Horror,929,12,8
6426,Pride and Prejudice,Harper Lee,1942,Classic,851,2,2.1
6427,The Great Gatsby,Leo Tolstoy,1918,Fantasy,953,20,9.1
6428,War and Peace,Jane Austen,1970,Fantasy,586,7,3.2
6429,The Great Gatsby,Charlotte Bronte,1930,Science Fiction,336,7,2.3
6430,Jane Eyre,Leo Tolstoy,1958,Drama,272,11,8.4
6431,Pride and Prejudice,Harper Lee,1957,Drama,585,6,2.7
6432,To Kill a Mockingbird,F. Scott Fitzgerald,1934,Fiction,214,15,1.2
6433,Pride and Prejudice,F. Scott Fitzgerald,1936,Science Fiction,517,13,3.7
6434,Pride and Prejudice,Herman Melville,2018,Romance,975,4,5.9
6435,1984,James Joyce,1994,Mystery,701,17,7.5
6436,Moby Dick,Harper Lee,1905,Horror,471,10,7.5
6437,1984,George Orwell,1983,Drama,543,11,9.2
6438,The Odyssey,J.D. Salinger,1960,Classic,106,2,3.7
6439,Moby Dick,Jane Austen,1905,Adventure,729,15,3.7
6440,War and Peace,Harper Lee,2017,Fantasy,808,20,1.9
6441,The Catcher in the Rye,James Joyce,1911,Mystery,552,13,4.6
6442,The Great Gatsby,Charlotte Bronte,1949,Fantasy,606,6,1
6443,War and Peace,James Joyce,1933,Fantasy,513,14,5.2
6444,Moby Dick,Jane Austen,1959,Mystery,822,5,4.4
6445,The Catcher in the Rye,James Joyce,2021,Adventure,435,9,3.7
6446,1984,Charlotte Bronte,2022,Mystery,339,17,9.1
6447,Jane Eyre,Jane Austen,1969,Classic,759,6,9.4
6448,Jane Eyre,Harper Lee,1966,Biography,850,15,9
6449,War and Peace,Herman Melville,2014,Science Fiction,342,5,3.2
6450,War and Peace,George Orwell,1921,Mystery,505,13,0.8
6451,The Odyssey,Jane Austen,1940,Drama,883,12,3
6452,Pride and Prejudice,J.D. Salinger,1912,Biography,732,14,8.7
6453,The Catcher in the Rye,F. Scott Fitzgerald,1984,Horror,758,16,5.2
6454,1984,Jane Austen,1903,Science Fiction,485,18,7.6
6455,Ulysses,Harper Lee,1923,Mystery,291,18,5.1
6456,Jane Eyre,Harper Lee,1902,Adventure,313,12,5.1
6457,The Odyssey,George Orwell,1921,Biography,246,14,0.5
6458,War and Peace,F. Scott Fitzgerald,2014,Biography,346,20,6.8
6459,Pride and Prejudice,Charlotte Bronte,1993,Horror,815,16,0.1
6460,The Great Gatsby,Herman Melville,2007,Fantasy,220,14,9.2
6461,Ulysses,Herman Melville,2007,Adventure,806,15,7.4
6462,To Kill a Mockingbird,J.D. Salinger,1918,Adventure,964,11,1.1
6463,1984,Harper Lee,1947,Adventure,867,19,2.6
6464,Ulysses,James Joyce,1976,Adventure,694,19,7.5
6465,Jane Eyre,F. Scott Fitzgerald,2017,Mystery,451,10,3.8
6466,The Great Gatsby,Harper Lee,1919,Science Fiction,416,4,3.8
6467,Pride and Prejudice,George Orwell,1980,Adventure,103,8,6.5
6468,Moby Dick,F. Scott Fitzgerald,2000,Fantasy,288,7,0.3
6469,To Kill a Mockingbird,Leo Tolstoy,1938,Fiction,719,10,5.6
6470,To Kill a Mockingbird,Leo Tolstoy,1941,Classic,447,11,0.7
6471,The Catcher in the Rye,George Orwell,1935,Romance,447,6,7.2
6472,Pride and Prejudice,Leo Tolstoy,1927,Fiction,500,6,4
6473,The Great Gatsby,Homer,1904,Horror,108,8,6.5
6474,1984,George Orwell,1950,Science Fiction,715,9,8.7
6475,Moby Dick,Harper Lee,1923,Mystery,130,1,1.2
6476,To Kill a Mockingbird,Charlotte Bronte,2020,Drama,236,2,3.2
6477,The Great Gatsby,Jane Austen,1901,Biography,104,17,4
6478,Jane Eyre,James Joyce,2012,Mystery,115,4,2.4
6479,Ulysses,J.D. Salinger,2019,Drama,595,2,2.8
6480,The Odyssey,Homer,1911,Mystery,922,6,4.1
6481,Pride and Prejudice,F. Scott Fitzgerald,1930,Horror,276,2,5.7
6482,War and Peace,Leo Tolstoy,1944,Adventure,138,4,2.7
6483,To Kill a Mockingbird,F. Scott Fitzgerald,1970,Drama,876,14,9.7
6484,Pride and Prejudice,Homer,1913,Adventure,887,5,3.9
6485,War and Peace,Herman Melville,1939,Romance,273,6,8.7
6486,War and Peace,F. Scott Fitzgerald,2010,Fantasy,230,8,6.6
6487,The Catcher in the Rye,James Joyce,1965,Classic,528,19,3.1
6488,Moby Dick,F. Scott Fitzgerald,1916,Adventure,458,18,4.6
6489,Jane Eyre,Homer,1992,Drama,761,16,1.2
6490,1984,Harper Lee,1910,Science Fiction,391,13,2.5
6491,To Kill a Mockingbird,Herman Melville,1966,Biography,180,16,4.8
6492,1984,Herman Melville,1958,Romance,228,16,5.9
6493,Jane Eyre,J.D. Salinger,1927,Mystery,151,10,7
6494,1984,F. Scott Fitzgerald,1969,Science Fiction,688,15,6.4
6495,To Kill a Mockingbird,F. Scott Fitzgerald,1916,Romance,734,8,5.9
6496,The Catcher in the Rye,Charlotte Bronte,1917,Classic,857,13,3.9
6497,The Catcher in the Rye,Leo Tolstoy,1993,Science Fiction,681,20,8.2
6498,Ulysses,James Joyce,1920,Romance,661,1,7.6
